"Model","Region","Scenario","Year","Item","Variable","value"
"FAO","ANZ","FAO Historical","1970","Maize","AREA",87704
"FAO","BRA","FAO Historical","1970","Maize","AREA",9858108
"FAO","CHN","FAO Historical","1970","Maize","AREA",15838000
"FAO","EUR","FAO Historical","1970","Maize","AREA",11483109
"FAO","IND","FAO Historical","1970","Maize","AREA",5852300
"FAO","OSA","FAO Historical","1970","Maize","AREA",15986232
"FAO","SEA","FAO Historical","1970","Maize","AREA",7192171
"FAO","SSA","FAO Historical","1970","Maize","AREA",16314864
"FAO","USA","FAO Historical","1970","Maize","AREA",23211632
"FAO","WLD","FAO Historical","1970","Maize","AREA",113177557
"FAO","ANZ","FAO Historical","1971","Maize","AREA",97627
"FAO","BRA","FAO Historical","1971","Maize","AREA",10550489
"FAO","CHN","FAO Historical","1971","Maize","AREA",16731276
"FAO","EUR","FAO Historical","1971","Maize","AREA",11850517
"FAO","IND","FAO Historical","1971","Maize","AREA",5667600
"FAO","OSA","FAO Historical","1971","Maize","AREA",16330480
"FAO","SEA","FAO Historical","1971","Maize","AREA",7133815
"FAO","SSA","FAO Historical","1971","Maize","AREA",16592894
"FAO","USA","FAO Historical","1971","Maize","AREA",25949296
"FAO","WLD","FAO Historical","1971","Maize","AREA",118288856
"FAO","ANZ","FAO Historical","1972","Maize","AREA",93009
"FAO","BRA","FAO Historical","1972","Maize","AREA",10538943
"FAO","CHN","FAO Historical","1972","Maize","AREA",16711746
"FAO","EUR","FAO Historical","1972","Maize","AREA",12179386
"FAO","IND","FAO Historical","1972","Maize","AREA",5837800
"FAO","OSA","FAO Historical","1972","Maize","AREA",14825914
"FAO","SEA","FAO Historical","1972","Maize","AREA",6521334
"FAO","SSA","FAO Historical","1972","Maize","AREA",17045207
"FAO","USA","FAO Historical","1972","Maize","AREA",23274368
"FAO","WLD","FAO Historical","1972","Maize","AREA",115030993
"FAO","ANZ","FAO Historical","1973","Maize","AREA",72127
"FAO","BRA","FAO Historical","1973","Maize","AREA",9923570
"FAO","CHN","FAO Historical","1973","Maize","AREA",16584528
"FAO","EUR","FAO Historical","1973","Maize","AREA",11901619
"FAO","IND","FAO Historical","1973","Maize","AREA",6015400
"FAO","OSA","FAO Historical","1973","Maize","AREA",15233175
"FAO","SEA","FAO Historical","1973","Maize","AREA",8327919
"FAO","SSA","FAO Historical","1973","Maize","AREA",16471236
"FAO","USA","FAO Historical","1973","Maize","AREA",25148032
"FAO","WLD","FAO Historical","1973","Maize","AREA",117022542
"FAO","ANZ","FAO Historical","1974","Maize","AREA",58132
"FAO","BRA","FAO Historical","1974","Maize","AREA",10672450
"FAO","CHN","FAO Historical","1974","Maize","AREA",17431837
"FAO","EUR","FAO Historical","1974","Maize","AREA",11627623
"FAO","IND","FAO Historical","1974","Maize","AREA",5863100
"FAO","OSA","FAO Historical","1974","Maize","AREA",14378013
"FAO","SEA","FAO Historical","1974","Maize","AREA",7906666
"FAO","SSA","FAO Historical","1974","Maize","AREA",17451326
"FAO","USA","FAO Historical","1974","Maize","AREA",26468096
"FAO","WLD","FAO Historical","1974","Maize","AREA",119959779
"FAO","ANZ","FAO Historical","1975","Maize","AREA",71963
"FAO","BRA","FAO Historical","1975","Maize","AREA",10854687
"FAO","CHN","FAO Historical","1975","Maize","AREA",18628725
"FAO","EUR","FAO Historical","1975","Maize","AREA",12199868
"FAO","IND","FAO Historical","1975","Maize","AREA",6030700
"FAO","OSA","FAO Historical","1975","Maize","AREA",13973738
"FAO","SEA","FAO Historical","1975","Maize","AREA",8046232
"FAO","SSA","FAO Historical","1975","Maize","AREA",17480324
"FAO","USA","FAO Historical","1975","Maize","AREA",27366480
"FAO","WLD","FAO Historical","1975","Maize","AREA",121579781
"FAO","ANZ","FAO Historical","1976","Maize","AREA",72801
"FAO","BRA","FAO Historical","1976","Maize","AREA",11117570
"FAO","CHN","FAO Historical","1976","Maize","AREA",19250421
"FAO","EUR","FAO Historical","1976","Maize","AREA",11680700
"FAO","IND","FAO Historical","1976","Maize","AREA",6000300
"FAO","OSA","FAO Historical","1976","Maize","AREA",13891360
"FAO","SEA","FAO Historical","1976","Maize","AREA",7749898
"FAO","SSA","FAO Historical","1976","Maize","AREA",17966747
"FAO","USA","FAO Historical","1976","Maize","AREA",28937056
"FAO","WLD","FAO Historical","1976","Maize","AREA",124308175
"FAO","ANZ","FAO Historical","1977","Maize","AREA",81598
"FAO","BRA","FAO Historical","1977","Maize","AREA",11797411
"FAO","CHN","FAO Historical","1977","Maize","AREA",19674052
"FAO","EUR","FAO Historical","1977","Maize","AREA",11802938
"FAO","IND","FAO Historical","1977","Maize","AREA",5682700
"FAO","OSA","FAO Historical","1977","Maize","AREA",14542227
"FAO","SEA","FAO Historical","1977","Maize","AREA",8067196
"FAO","SSA","FAO Historical","1977","Maize","AREA",17008301
"FAO","USA","FAO Historical","1977","Maize","AREA",28980752
"FAO","WLD","FAO Historical","1977","Maize","AREA",125317412
"FAO","ANZ","FAO Historical","1978","Maize","AREA",70132
"FAO","BRA","FAO Historical","1978","Maize","AREA",11124827
"FAO","CHN","FAO Historical","1978","Maize","AREA",19997980
"FAO","EUR","FAO Historical","1978","Maize","AREA",11520532
"FAO","IND","FAO Historical","1978","Maize","AREA",5760000
"FAO","OSA","FAO Historical","1978","Maize","AREA",14317441
"FAO","SEA","FAO Historical","1978","Maize","AREA",8966907
"FAO","SSA","FAO Historical","1978","Maize","AREA",16955034
"FAO","USA","FAO Historical","1978","Maize","AREA",29109344
"FAO","WLD","FAO Historical","1978","Maize","AREA",124823068
"FAO","ANZ","FAO Historical","1979","Maize","AREA",72297
"FAO","BRA","FAO Historical","1979","Maize","AREA",11318885
"FAO","CHN","FAO Historical","1979","Maize","AREA",20146325
"FAO","EUR","FAO Historical","1979","Maize","AREA",12186593
"FAO","IND","FAO Historical","1979","Maize","AREA",5720600
"FAO","OSA","FAO Historical","1979","Maize","AREA",12523367
"FAO","SEA","FAO Historical","1979","Maize","AREA",8604768
"FAO","SSA","FAO Historical","1979","Maize","AREA",16593894
"FAO","USA","FAO Historical","1979","Maize","AREA",29298800
"FAO","WLD","FAO Historical","1979","Maize","AREA",123724179
"FAO","ANZ","FAO Historical","1980","Maize","AREA",73447
"FAO","BRA","FAO Historical","1980","Maize","AREA",11451293
"FAO","CHN","FAO Historical","1980","Maize","AREA",20372005
"FAO","EUR","FAO Historical","1980","Maize","AREA",11622134
"FAO","IND","FAO Historical","1980","Maize","AREA",6004800
"FAO","OSA","FAO Historical","1980","Maize","AREA",13457757
"FAO","SEA","FAO Historical","1980","Maize","AREA",8804496
"FAO","SSA","FAO Historical","1980","Maize","AREA",16842641
"FAO","USA","FAO Historical","1980","Maize","AREA",29525904
"FAO","WLD","FAO Historical","1980","Maize","AREA",125858046
"FAO","ANZ","FAO Historical","1981","Maize","AREA",73734
"FAO","BRA","FAO Historical","1981","Maize","AREA",11520336
"FAO","CHN","FAO Historical","1981","Maize","AREA",19440258
"FAO","EUR","FAO Historical","1981","Maize","AREA",11244798
"FAO","IND","FAO Historical","1981","Maize","AREA",5934700
"FAO","OSA","FAO Historical","1981","Maize","AREA",15286826
"FAO","SEA","FAO Historical","1981","Maize","AREA",9231726
"FAO","SSA","FAO Historical","1981","Maize","AREA",16775620
"FAO","USA","FAO Historical","1981","Maize","AREA",30158400
"FAO","WLD","FAO Historical","1981","Maize","AREA",127962685
"FAO","ANZ","FAO Historical","1982","Maize","AREA",79760
"FAO","BRA","FAO Historical","1982","Maize","AREA",12619531
"FAO","CHN","FAO Historical","1982","Maize","AREA",18564118
"FAO","EUR","FAO Historical","1982","Maize","AREA",11032581
"FAO","IND","FAO Historical","1982","Maize","AREA",5720300
"FAO","OSA","FAO Historical","1982","Maize","AREA",12860556
"FAO","SEA","FAO Historical","1982","Maize","AREA",7947204
"FAO","SSA","FAO Historical","1982","Maize","AREA",17224629
"FAO","USA","FAO Historical","1982","Maize","AREA",29427904
"FAO","WLD","FAO Historical","1982","Maize","AREA",124454071
"FAO","ANZ","FAO Historical","1983","Maize","AREA",81460
"FAO","BRA","FAO Historical","1983","Maize","AREA",10705979
"FAO","CHN","FAO Historical","1983","Maize","AREA",18867740
"FAO","EUR","FAO Historical","1983","Maize","AREA",11140586
"FAO","IND","FAO Historical","1983","Maize","AREA",5859000
"FAO","OSA","FAO Historical","1983","Maize","AREA",14249301
"FAO","SEA","FAO Historical","1983","Maize","AREA",9299624
"FAO","SSA","FAO Historical","1983","Maize","AREA",18180185
"FAO","USA","FAO Historical","1983","Maize","AREA",20834000
"FAO","WLD","FAO Historical","1983","Maize","AREA",117931291
"FAO","ANZ","FAO Historical","1984","Maize","AREA",86004
"FAO","BRA","FAO Historical","1984","Maize","AREA",12018446
"FAO","CHN","FAO Historical","1984","Maize","AREA",18589201
"FAO","EUR","FAO Historical","1984","Maize","AREA",11444131
"FAO","IND","FAO Historical","1984","Maize","AREA",5799500
"FAO","OSA","FAO Historical","1984","Maize","AREA",14051569
"FAO","SEA","FAO Historical","1984","Maize","AREA",9529002
"FAO","SSA","FAO Historical","1984","Maize","AREA",18387334
"FAO","USA","FAO Historical","1984","Maize","AREA",29095008
"FAO","WLD","FAO Historical","1984","Maize","AREA",127820410
"FAO","ANZ","FAO Historical","1985","Maize","AREA",120700
"FAO","BRA","FAO Historical","1985","Maize","AREA",11798349
"FAO","CHN","FAO Historical","1985","Maize","AREA",17755636
"FAO","EUR","FAO Historical","1985","Maize","AREA",11528343
"FAO","IND","FAO Historical","1985","Maize","AREA",5797200
"FAO","OSA","FAO Historical","1985","Maize","AREA",15190170
"FAO","SEA","FAO Historical","1985","Maize","AREA",9353459
"FAO","SSA","FAO Historical","1985","Maize","AREA",19225679
"FAO","USA","FAO Historical","1985","Maize","AREA",30436000
"FAO","WLD","FAO Historical","1985","Maize","AREA",130569228
"FAO","ANZ","FAO Historical","1986","Maize","AREA",103728
"FAO","BRA","FAO Historical","1986","Maize","AREA",12460130
"FAO","CHN","FAO Historical","1986","Maize","AREA",19198886
"FAO","EUR","FAO Historical","1986","Maize","AREA",11422451
"FAO","IND","FAO Historical","1986","Maize","AREA",5923100
"FAO","OSA","FAO Historical","1986","Maize","AREA",14439325
"FAO","SEA","FAO Historical","1986","Maize","AREA",9998158
"FAO","SSA","FAO Historical","1986","Maize","AREA",21552205
"FAO","USA","FAO Historical","1986","Maize","AREA",27885008
"FAO","WLD","FAO Historical","1986","Maize","AREA",131868248
"FAO","ANZ","FAO Historical","1987","Maize","AREA",76637
"FAO","BRA","FAO Historical","1987","Maize","AREA",13499440
"FAO","CHN","FAO Historical","1987","Maize","AREA",20290803
"FAO","EUR","FAO Historical","1987","Maize","AREA",10996476
"FAO","IND","FAO Historical","1987","Maize","AREA",5560900
"FAO","OSA","FAO Historical","1987","Maize","AREA",14659074
"FAO","SEA","FAO Historical","1987","Maize","AREA",9124124
"FAO","SSA","FAO Historical","1987","Maize","AREA",22421151
"FAO","USA","FAO Historical","1987","Maize","AREA",24080000
"FAO","WLD","FAO Historical","1987","Maize","AREA",130045368
"FAO","ANZ","FAO Historical","1988","Maize","AREA",71579
"FAO","BRA","FAO Historical","1988","Maize","AREA",13181990
"FAO","CHN","FAO Historical","1988","Maize","AREA",19773891
"FAO","EUR","FAO Historical","1988","Maize","AREA",11140671
"FAO","IND","FAO Historical","1988","Maize","AREA",5896700
"FAO","OSA","FAO Historical","1988","Maize","AREA",13769940
"FAO","SEA","FAO Historical","1988","Maize","AREA",10484944
"FAO","SSA","FAO Historical","1988","Maize","AREA",22958897
"FAO","USA","FAO Historical","1988","Maize","AREA",23573008
"FAO","WLD","FAO Historical","1988","Maize","AREA",130104450
"FAO","ANZ","FAO Historical","1989","Maize","AREA",66573
"FAO","BRA","FAO Historical","1989","Maize","AREA",12918980
"FAO","CHN","FAO Historical","1989","Maize","AREA",20433871
"FAO","EUR","FAO Historical","1989","Maize","AREA",11155491
"FAO","IND","FAO Historical","1989","Maize","AREA",5915100
"FAO","OSA","FAO Historical","1989","Maize","AREA",12866124
"FAO","SEA","FAO Historical","1989","Maize","AREA",9926008
"FAO","SSA","FAO Historical","1989","Maize","AREA",23318077
"FAO","USA","FAO Historical","1989","Maize","AREA",26216000
"FAO","WLD","FAO Historical","1989","Maize","AREA",131875770
"FAO","ANZ","FAO Historical","1990","Maize","AREA",69867
"FAO","BRA","FAO Historical","1990","Maize","AREA",11394300
"FAO","CHN","FAO Historical","1990","Maize","AREA",21482665
"FAO","EUR","FAO Historical","1990","Maize","AREA",10168494
"FAO","IND","FAO Historical","1990","Maize","AREA",5904300
"FAO","OSA","FAO Historical","1990","Maize","AREA",13499739
"FAO","SEA","FAO Historical","1990","Maize","AREA",10033886
"FAO","SSA","FAO Historical","1990","Maize","AREA",23725834
"FAO","USA","FAO Historical","1990","Maize","AREA",27094800
"FAO","WLD","FAO Historical","1990","Maize","AREA",131131232
"FAO","ANZ","FAO Historical","1991","Maize","AREA",67556
"FAO","BRA","FAO Historical","1991","Maize","AREA",13063700
"FAO","CHN","FAO Historical","1991","Maize","AREA",21648532
"FAO","EUR","FAO Historical","1991","Maize","AREA",10826268
"FAO","IND","FAO Historical","1991","Maize","AREA",5859400
"FAO","OSA","FAO Historical","1991","Maize","AREA",13689679
"FAO","SEA","FAO Historical","1991","Maize","AREA",9377881
"FAO","SSA","FAO Historical","1991","Maize","AREA",23441092
"FAO","USA","FAO Historical","1991","Maize","AREA",27851000
"FAO","WLD","FAO Historical","1991","Maize","AREA",133848165
"FAO","ANZ","FAO Historical","1992","Maize","AREA",69976
"FAO","BRA","FAO Historical","1992","Maize","AREA",13363600
"FAO","CHN","FAO Historical","1992","Maize","AREA",21119963
"FAO","EUR","FAO Historical","1992","Maize","AREA",11641645
"FAO","IND","FAO Historical","1992","Maize","AREA",5962500
"FAO","OSA","FAO Historical","1992","Maize","AREA",14364193
"FAO","SEA","FAO Historical","1992","Maize","AREA",9863747
"FAO","SSA","FAO Historical","1992","Maize","AREA",23835306
"FAO","USA","FAO Historical","1992","Maize","AREA",29168800
"FAO","WLD","FAO Historical","1992","Maize","AREA",136876100
"FAO","ANZ","FAO Historical","1993","Maize","AREA",60843
"FAO","BRA","FAO Historical","1993","Maize","AREA",11869700
"FAO","CHN","FAO Historical","1993","Maize","AREA",20770836
"FAO","EUR","FAO Historical","1993","Maize","AREA",11043373
"FAO","IND","FAO Historical","1993","Maize","AREA",5995000
"FAO","OSA","FAO Historical","1993","Maize","AREA",14735355
"FAO","SEA","FAO Historical","1993","Maize","AREA",8809107
"FAO","SSA","FAO Historical","1993","Maize","AREA",24649603
"FAO","USA","FAO Historical","1993","Maize","AREA",25468000
"FAO","WLD","FAO Historical","1993","Maize","AREA",131450680
"FAO","ANZ","FAO Historical","1994","Maize","AREA",58489
"FAO","BRA","FAO Historical","1994","Maize","AREA",13748800
"FAO","CHN","FAO Historical","1994","Maize","AREA",21229239
"FAO","EUR","FAO Historical","1994","Maize","AREA",10846429
"FAO","IND","FAO Historical","1994","Maize","AREA",6135800
"FAO","OSA","FAO Historical","1994","Maize","AREA",15359402
"FAO","SEA","FAO Historical","1994","Maize","AREA",9051986
"FAO","SSA","FAO Historical","1994","Maize","AREA",25496435
"FAO","USA","FAO Historical","1994","Maize","AREA",29345000
"FAO","WLD","FAO Historical","1994","Maize","AREA",138080995
"FAO","ANZ","FAO Historical","1995","Maize","AREA",66735
"FAO","BRA","FAO Historical","1995","Maize","AREA",13946300
"FAO","CHN","FAO Historical","1995","Maize","AREA",22848767
"FAO","EUR","FAO Historical","1995","Maize","AREA",10654957
"FAO","IND","FAO Historical","1995","Maize","AREA",5979000
"FAO","OSA","FAO Historical","1995","Maize","AREA",15299263
"FAO","SEA","FAO Historical","1995","Maize","AREA",9239583
"FAO","SSA","FAO Historical","1995","Maize","AREA",23914409
"FAO","USA","FAO Historical","1995","Maize","AREA",26389000
"FAO","WLD","FAO Historical","1995","Maize","AREA",135885911
"FAO","ANZ","FAO Historical","1996","Maize","AREA",74908
"FAO","BRA","FAO Historical","1996","Maize","AREA",11933800
"FAO","CHN","FAO Historical","1996","Maize","AREA",24571077
"FAO","EUR","FAO Historical","1996","Maize","AREA",11365402
"FAO","IND","FAO Historical","1996","Maize","AREA",6300000
"FAO","OSA","FAO Historical","1996","Maize","AREA",15396750
"FAO","SEA","FAO Historical","1996","Maize","AREA",9421756
"FAO","SSA","FAO Historical","1996","Maize","AREA",24283336
"FAO","USA","FAO Historical","1996","Maize","AREA",29398000
"FAO","WLD","FAO Historical","1996","Maize","AREA",139695321
"FAO","ANZ","FAO Historical","1997","Maize","AREA",86512
"FAO","BRA","FAO Historical","1997","Maize","AREA",12562100
"FAO","CHN","FAO Historical","1997","Maize","AREA",23836847
"FAO","EUR","FAO Historical","1997","Maize","AREA",11302927
"FAO","IND","FAO Historical","1997","Maize","AREA",6321000
"FAO","OSA","FAO Historical","1997","Maize","AREA",15667132
"FAO","SEA","FAO Historical","1997","Maize","AREA",8948722
"FAO","SSA","FAO Historical","1997","Maize","AREA",24692823
"FAO","USA","FAO Historical","1997","Maize","AREA",29409000
"FAO","WLD","FAO Historical","1997","Maize","AREA",141199189
"FAO","ANZ","FAO Historical","1998","Maize","AREA",74513
"FAO","BRA","FAO Historical","1998","Maize","AREA",10585500
"FAO","CHN","FAO Historical","1998","Maize","AREA",25281364
"FAO","EUR","FAO Historical","1998","Maize","AREA",11166572
"FAO","IND","FAO Historical","1998","Maize","AREA",6203700
"FAO","OSA","FAO Historical","1998","Maize","AREA",15578365
"FAO","SEA","FAO Historical","1998","Maize","AREA",9238516
"FAO","SSA","FAO Historical","1998","Maize","AREA",23931195
"FAO","USA","FAO Historical","1998","Maize","AREA",29376000
"FAO","WLD","FAO Historical","1998","Maize","AREA",138864217
"FAO","ANZ","FAO Historical","1999","Maize","AREA",85459
"FAO","BRA","FAO Historical","1999","Maize","AREA",11611483
"FAO","CHN","FAO Historical","1999","Maize","AREA",25938854
"FAO","EUR","FAO Historical","1999","Maize","AREA",11010727
"FAO","IND","FAO Historical","1999","Maize","AREA",6422100
"FAO","OSA","FAO Historical","1999","Maize","AREA",14253625
"FAO","SEA","FAO Historical","1999","Maize","AREA",9012145
"FAO","SSA","FAO Historical","1999","Maize","AREA",23154543
"FAO","USA","FAO Historical","1999","Maize","AREA",28525000
"FAO","WLD","FAO Historical","1999","Maize","AREA",137272718
"FAO","ANZ","FAO Historical","2000","Maize","AREA",99976
"FAO","BRA","FAO Historical","2000","Maize","AREA",11614717
"FAO","CHN","FAO Historical","2000","Maize","AREA",23086388
"FAO","EUR","FAO Historical","2000","Maize","AREA",11267430
"FAO","IND","FAO Historical","2000","Maize","AREA",6611300
